file name,transcript,duration,match quality,hypothesis,CER,search type,ASRs
40-87.wav,این اختلال، در زمره اختلالات خواب به شمار نمی‌رود؛ ,4.595986394557823,HIGH,این اختلال در نمره اختلالات خواب به شمار نمیرود,0.0416666666666666,1,['Wav2Vec']
549-26.wav,استفاده ابزاری مخاطب اصلی و واقعی بعضی ضرب‌المثل‌ها نابینایان نیستند، ,6.477981859410431,HIGH,استفاده ابزاری مخاطب اصلی و واقعی بعضی ضرب ال مسل‌ها نابینایان نیستند,0.0294117647058823,1,['Wav2Vec']
74-83.wav,اول این‌که رابطه هر مادر و کودکی، ,4.163990929705215,HIGH,اول اینکه رابطه هر مادر و کودکی,0.03125,1,['Wav2Vec']
475-119.wav,بااین‌حال، هر دوی ما هر کاری که قادر باشیم، برای خانواده‌هایمان انجام می‌دهیم. با اینکه آن‌ها ,6.608979591836735,HIGH,با این حال هر دوی ما هر کاری که قادر باشیم برای خانواده‌هایمان انجام میدهیم با اینکه آها,0.0444444444444444,1,['Wav2Vec']
77-49.wav,از صحبت‌های شما به این نتیجه می‌رسیم که وجود الگوهای عملی برای شما بسیار تأثیرگذار بوده است؛ ,7.163990929705215,HIGH,از صحبت‌های شما به این نتیجه میرسیم که وجود الگو‌های عملی برای شما بسیار تاثیرگذار بوده است,0.0329670329670329,1,['Wav2Vec']
564-56.wav,اگر یکی از دانشجوها فکر می‌کرد در یک آزمون ,3.731995464852608,HIGH,اگر یکی از دانشجو‌ها فکر می کرد در یک آزمون,0.0238095238095238,1,['Wav2Vec']
37-72.wav,در امور خود به استقلال دست یابند. او هر سال کتاب‌های بریل را تهیه می‌کند ,5.553990929705216,HIGH,در امور خود به استقلال دست یابند او در سال کتاب‌های برل را تهیه میکند,0.0422535211267605,1,['Wav2Vec']
217-142.wav,از خدمات آیرا استفاده می‌کنم. ,2.43,HIGH,از خدمات آیرا استفاده می کنم,0.0,1,['Wav2Vec']
9-50.wav,خوراک یکی از زامبی‌ها می‌شود تا بازی به پایان برسد، ,3.855986394557823,HIGH,خوراکه یکی از زمبی‌ها می شود تا بازی به پایان برسد,0.04,1,['Wav2Vec']
169-9.wav,که برای درک اطلاعات و ارتباط با دیگران به آن متکی‌اند، مهارت ارزشمندی است. ,6.536984126984127,HIGH,که برای درک اطلاعات و ارتباط با دیگران به آن متکیند مهارت ارزشمندی است,0.0277777777777777,1,['Wav2Vec']
321-60.wav,مشخصات و حوزه فعالیت این مراکز را ,3.055986394557823,HIGH,مشخصات و حوزه فعالیت این مراکز را,0.0,1,['Wav2Vec']
517-56.wav,به تولید محتوای فرهنگی‌هنری ,2.727981859410431,HIGH,به تولید محتوای فرهنگی هنری,0.0,1,['Wav2Vec']
479-139.wav,چراغ‌های روشن شهر (,2.224988662131519,HIGH,چراغ های روشن شهر,0.0,1,['Vosk']
48-76.wav,فایل صوتی آن نیز فراهم‌شده است، – تدریس به همکاران آموزشی در حوزه آسیب بینایی در سطح کشور، و تخصص در آموزش به کودکان نابینا-ناشنوا را ,11.633990929705217,HIGH,فایل سوتی آنیز فراهم شده است تدریض به همکاران آموزشی در حوزه آسیب بینایی در سطح کشور و تخصص در آموزش به کودکان نابینا ناشنوا راد,0.0387596899224806,1,['Wav2Vec']
279-68.wav,دقیقا به درد چه مشاغلی، غیر از معلمی می‌خورد ,3.57,HIGH,دقیقا به درد چه مشاغلی غیر از معلمی می خورد,0.0,1,['Wav2Vec']
379-46.wav,و در نظر بگیرید. تفکر انتقادی در مورد کنجکاوی، انعطاف‌پذیری و حفظ ذهن باز است؛ ,7.075986394557823,HIGH,وی در نظر بگیرید تفکر انتقادی در مورد کنجکاوی انعطاف پذیری و حفظ ذهن باز است,0.0133333333333333,1,['Wav2Vec']
434-84.wav,و نباید دروغ بگوییم؛ ولی لازم نیست از هر چیزی هم‌صحبت کنیم. ,4.726984126984127,HIGH,م نباید دروغ بگوییم ولی لازم نیست از هر چیزی هم صحبت کنیم,0.0175438596491228,1,['Wav2Vec']
379-92.wav,ایجاد تغییر کوچکی در سؤال آن را از پرسشی ساده ,4.116984126984127,HIGH,ایجاد تغییر کوچکی در سوال آن را از پرسشی ساده,0.0222222222222222,1,['Wav2Vec']
332-166.wav,و کتاب‌های غیردرسی قابل‌توجهی نیز در سال‌های بعدی به این خط تبدیل شد؛ ,5.298979591836734,HIGH,و کتاب‌های غیردرسی قابل توجهی نیز در سال‌های بعدی به این خطبدیل شد,0.0294117647058823,1,['Wav2Vec']
212-58.wav,یکی از قابلیت‌های بسیار جالب در نمایشگر بریل مونارک ,4.741995464852608,HIGH,یکی از قابلیت‌های بسیار جالب در نمایشگر بریلمونارک,0.0196078431372549,1,['Wav2Vec']
52-182.wav,آنچه که همینک در مدارس نابینایان تحت عنوان فعالیت‌های پرورشی جریان دارد ,5.756984126984127,HIGH,آنچه که همینک در مدارس نابینایان تحت عنوان فعالیت‌های پرورشی جریان دارد,0.0,1,['Wav2Vec']
231-30.wav,بذار یه کم به بحث آرایش وارد بشیم. ,2.810997732426304,HIGH,بذار یه کم به بحث آرایش وارد بشیم,0.0,1,['Wav2Vec']
122-36.wav,دکتر کریمی در خصوص توجه به فناوری‌های مرتبط با جهت‌یابی و حرکت گفت: ,6.268979591836735,HIGH,دکتر کریمی در خصوص توجه به فناوری‌های مرتبط با جهت یابی و حرکت گفت,0.0,1,['Wav2Vec']
303-76.wav,می‌توان با صرف زمان و تلاش بهبود داد و تقویت کرد. ,3.46498866213152,HIGH,میتوان با صرف زمان و تلاش بهبود داد و تقویت کرد,0.0208333333333333,1,['Wav2Vec']
532-151.wav,چراکه در حالت عادی افراد نابینا ,3.2339909297052154,HIGH,چرا که در حالت عادی افراد نابینا,0.032258064516129,1,['Wav2Vec']
185-17.wav,بار دیگر این پرسش را پررنگ کرد. ,2.508979591836735,HIGH,بار دیگر این پرسش را پر رنگ کرد,0.0333333333333333,1,['Wav2Vec']
302-67.wav,و نمی‌تواند تلسکوپ را جلوی چشم خود نگه دارد. ,3.366984126984127,HIGH,دو نمیتواند تلسکوپ را جلوی چشم خود نگه دارد,0.0465116279069767,1,['Wav2Vec']
313-102.wav,طبق اعلام بانک مرکزی ,3.018004535147392,HIGH,طبق اعلام بانک مرکزی,0.0,1,['Wav2Vec']
114-27.wav,دانشجویانی از رشته‌های گوناگون مانند روان‌شناسی، ,3.8859863945578232,HIGH,دانشجویانیاز رشته‌های گوناگون مانند روان شناسی,0.0212765957446808,1,['Wav2Vec']
335-14.wav,تنهایی و بیکاری به او فشار می‌آورد ,2.764988662131519,HIGH,تنهایی و بیکاری به او فشار می‌آورد,0.0,1,"['Wav2Vec', 'Vosk']"
203-68.wav,مثلا دانش‌آموزان نابینا برای خواندن، ,3.36498866213152,HIGH,مثلا دانش آموزان نابینا برای خواندن,0.0,1,['Wav2Vec']
476-48.wav,وقتی به محل مهمانی رسیدیم، اگر مراسم در یک ساختمان است، ,3.9449886621315193,HIGH,وقتی به محل مهمانی رسیدیم اگر مراسم در یک ساختمان است,0.0,1,['Wav2Vec']
95-95.wav,پرسیدم یعنی دانش‌آموزان از ابتدای سال تحصیلی اشتباه یاد گرفتند؟ ,5.010997732426304,HIGH,پرسیدم یعنی دانشآموزان از ابتدای سال تحصیلی اشتباه یاد گرفتن,0.032258064516129,1,['Wav2Vec']
26-46.wav,و منقی برگرفتند و آونگ ببستند ,3.242993197278912,HIGH,و منقا برگرفتند و آونگ ببستند,0.0344827586206896,1,['Wav2Vec']
36-24.wav,موزن در یکی از آخرین شماره‌هایی که در وبسایت شخصی‌اش منتشر کرده، ,5.922993197278911,HIGH,مزن در یکی از آخرین شماره‌هایی که در وبسایت شخصیش منتشر کرده,0.0476190476190476,1,['Wav2Vec']
525-141.wav,ترجیح داده اساسا ویدئویی ضبط نکند، اما گویا این بار ماجرا فرق می‌کند. آن نسخه‌ها ,7.138979591836734,MIDDLE,رجیح داده اساسم ویدیویی ضبط نکند اما گوی‌ا این بار ماجرا فرق میکند آن نسخه‌ها,0.0641025641025641,1,['Wav2Vec']
187-38.wav,جهت‌یابی موضوعی کاملا حساس است ,2.790997732426304,MIDDLE,جهتیابی موضوعی کاملا حساس استت,0.0666666666666666,1,['Wav2Vec']
253-128.wav,و انجمن‌ها و تشکل‌های نابینایان بود. ,2.762993197278912,MIDDLE,و انجم منها و تشکل های نابینایان بود,0.0857142857142857,1,['Tuned Wav2Vec']
324-128.wav,لازم به ذکرست که مراتب فوق ,2.242993197278912,MIDDLE,لازم به ذکر است که مراتب فق,0.1153846153846153,1,['Wav2Vec']
458-68.wav,آن را هم اعلام می‌کند. مثلا اگر تپه یا رودی در تصویر مشاهده شود، ,5.592993197278911,MIDDLE,آنرا هم اعلام میکند مثلا اگر تپ یارودی در تصویر مشاهده شود,0.064516129032258,1,['Wav2Vec']
531-128.wav,و نمی‌توانند از معافیت‌های مقرر قانونی، ازجمله مادۀ صد و یک قانون مالیات‌های مستقیم یا بخشودگی جرائم استفاده کنند. ,10.893990929705216,MIDDLE,و نمیتواند از موافیت‌های مقرر قانونی از جمله ماده صدو یک قانون مالیات‌های مستقیم یا بخشودگی جرائم استفاده کند,0.0625,1,['Wav2Vec']
270-131.wav,در شرایطی که هیچ امکاناتی برای نابینایان در این زمینه وجود نداشته است، توضیحاتی را ارائه می‌کند. ,6.23,MIDDLE,در شرایطی که هیچ امکاناتی برای نابینایان در این زمینه وجود نداشته از توزیحاتی ارائه میکند,0.0744680851063829,1,['Wav2Vec']
123-15.wav,این تضاد از سایه‌روشن‌ها تماشایی شده ,4.031995464852607,MIDDLE,ان تظار در سایه روشن‌ها تماشایی شده,0.1388888888888889,1,['Wav2Vec']
106-10.wav,تهران بوده‌اند. زهرا علی‌اکبری، زاده شهر کازرون (یک هزار و سیصد و پنجاه و چهار) ,6.163990929705215,MIDDLE,هران بودند زهر و علیک برای زاده شهر کازرون هزار و سیصد و پنجاه و چهار,0.1733333333333333,1,['Wav2Vec']
484-46.wav,ما را بر آن داشت تا دست یاری به‌سمت آن جناب دراز کنیم و از محضرشان بخواهیم تا با ,6.473990929705216,MIDDLE,ما را بران داشت تا دست یاری به سمت آنجناب دراز کنیم و از محزرتان بخواهیم تا  م,0.0875,1,['Wav2Vec']
408-65.wav,این درگاه‌های آنلاین به ما امکان می‌دهند ,2.758979591836735,HIGH,این درگاه‌های آنلاین به ما امکان میدهد,0.05,1,['Wav2Vec']
20-78.wav,سی‌اس‌یوان حتی امسال که به صورت حضوری پذیرای علاقمندان نبود، از طریق وبسایت خود، ,6.887981859410431,MIDDLE,سیاسیومئل حتی امسال که به صورت حضوری پذیر‌های علاقه مندان نبود از طریم وبسایت خود,0.1282051282051282,1,['Wav2Vec']
110-58.wav,رئیس فعلی سازمان بهزیستی که احتمالا در هفته‌های آتی ,4.718979591836734,MIDDLE,رییس فعلی سازمان بهسیستی که احتمالا در هفته‌های عاتی,0.0784313725490196,1,['Wav2Vec']
486-60.wav,هم رکو، روی هدست تأخیر داشت؛ بنابراین صدایی که از نمایشگر تلویزیون می‌آمد با هدست همگام نبود. ,8.492993197278912,MIDDLE,هم در رکو روی حسه تاخیر داشت بنابراین صدایی که از نمایشگر تلویزیون می آمد با حست تمگام نبود,0.1111111111111111,1,['Wav2Vec']
422-65.wav,تجربه کار و ,2.0229931972789115,REJECT,چه کاری,0.5454545454545454,2,"['Wav2Vec', 'Whisper']"
